business_id,business_name,city,state,postal_code,stars,categories,review_count,total_hh,avg_income,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BikeParking,RestaurantsTakeOut,Caters,RestaurantsReservations,RestaurantsGoodForGroups,HasTV,GoodForKids,BusinessParking_garage,BusinessParking_street,BusinessParking_validated,BusinessParking_lot,BusinessParking_valet,Ambience_touristy,Ambience_hipster,Ambience_romantic,Ambience_divey,Ambience_intimate,Ambience_trendy,Ambience_upscale,Ambience_classy,Ambience_casual,GoodForMeal_dessert,GoodForMeal_latenight,GoodForMeal_lunch,GoodForMeal_dinner,GoodForMeal_brunch,Alcohol_'beer_and_wine',Alcohol_'full_bar',NoiseLevel_'average',NoiseLevel_'loud',NoiseLevel_'very_loud',RestaurantsAttire_'casual',RestaurantsAttire_'formal',WiFi_'free',WiFi_'paid',RestaurantsPriceRange_1,RestaurantsPriceRange_3,RestaurantsPriceRange_4,pos,neg,neu
HgzSkvWHctw5pTQVfKNegQ,McDonald's,Hatboro,PA,19040,2.0,"Food, Restaurants, Burgers, Coffee & Tea, Fast Food",23,7763,106953,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.14116666666666666,0.18775,0.6710833333333334
Tn_OK04DzbDQij9ZpMlT9Q,The Floridian,Tampa,FL,33609,3.5,"Restaurants, Cuban, Sandwiches",120,8497,140410,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.3164016393442623,0.08170491803278689,0.6018852459016394
tbnajfmD2VlxDQ2RmaC7yQ,Choolaah,King of Prussia,PA,19406,4.0,"Restaurants, Indian",354,11438,114751,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.3722663043478261,0.036271739130434785,0.5914646739130435
mHRUYrn45b7L2JP1jqER0w,Chipotle Mexican Grill,Havertown,PA,19083,2.0,"Mexican, Restaurants, Fast Food",58,13002,126369,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.2067,0.11983333333333333,0.6733666666666667
65f4D4yxwPUKjC5z-WbUEw,Mandu Roo,Upper Darby,PA,19082,4.0,"Chinese, Restaurants, Korean",27,15251,62906,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.3691034482758621,0.054758620689655174,0.5761724137931035
k8C4zFZDl8GcjIapHCB77w,Cali Viejo Catering,Brandon,FL,33511,4.0,"Bakeries, Restaurants, Food, Mexican, Latin American",176,22334,79120,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0.3681584699453552,0.04650819672131147,0.585327868852459
MxRZHZoDVVnN7EvMAHf1EA,Fleming’s Prime Steakhouse & Wine Bar,Tampa,FL,33607,4.0,"Restaurants, Breakfast & Brunch, Wine Bars, Seafood, Bars, Steakhouses, Nightlife",502,10932,63433,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0.3845028790786948,0.038998080614203456,0.5764932821497121
bgxDswHIdFP0Go0pNfyAAw,Hummus Grill,Philadelphia,PA,19104,4.0,"Specialty Food, Food, Sandwiches, Middle Eastern, Vegetarian, Ethnic Food, Restaurants, Mediterranean, Greek, Salad",372,16508,46430,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.3263290155440414,0.08101036269430052,0.5926398963730569
phsLOuBeiYI43hglvWK96Q,P S & Co,Philadelphia,PA,19103,4.0,"Food, Vegetarian, Coffee & Tea, Bakeries, Juice Bars & Smoothies, Food Delivery Services, Gluten-Free, Cafes, Restaurants, Breakfast & Brunch, Vegan",437,15765,134268,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.3545010940919037,0.052770240700218816,0.5927308533916849
ekZqjxHCtN1cFkaj-W-8Dg,Prime Time Sports Grill,Tampa,FL,33618,4.0,"Restaurants, Grocery, Pubs, Bars, Sports Bars, American (Traditional), Food, Nightlife",111,12100,106081,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.36118260869565216,0.047208695652173914,0.5915565217391304
kzdW2Z8PowmTYMVbEFBXwg,Dino's Pizza & Pasta,Bridgeport,PA,19405,4.5,"Pizza, Restaurants",71,2034,81058,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.37972602739726025,0.0500958904109589,0.5701232876712329
2WGnykxiM-Mp-qIm2u7iAw,Maggiano's Little Italy,Philadelphia,PA,19107,3.5,"Restaurants, Pizza, Bars, Nightlife, Italian, Venues & Event Spaces, Event Planning & Services",676,7823,91522,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.3340721500721501,0.050679653679653686,0.6152756132756133
pc2pMQchutLTWCFOQRJBCA,Zac's,Aston,PA,19014,3.0,"Burgers, Chicken Wings, Restaurants",46,7688,109389,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.260531914893617,0.09959574468085107,0.6398510638297873
_mdDAxk-O96OP35XdEfUTA,La Perrada Colombiana,Tampa,FL,33604,2.0,"Restaurants, Salad, Spanish",91,15811,58912,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.19774725274725277,0.12331868131868132,0.678945054945055
Jn4tRtjIuz6MBCykQySpeg,Woodrow's Sandwich Shop,Philadelphia,PA,19147,4.5,"Restaurants, Sandwiches, Event Planning & Services, Specialty Food, Food, Caterers, Cheesesteaks",312,18239,128426,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3293208722741433,0.05453894080996885,0.6161277258566977
zxqCNze-DDqEZIYrEMJLxg,Anthony's Deli Warehouse,Largo,FL,33770,5.0,"Greek, Restaurants, Italian, Pizza, Delis, Food, Bakeries",44,11561,66174,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.38582978723404254,0.053489361702127654,0.5606595744680851
x5NLYIRLdhFBaNLLvl8Afg,Bar Louie - Tampa,Tampa,FL,33607,4.0,"Cocktail Bars, American (New), Restaurants, Burgers, Nightlife, Bars, Gastropubs, Pubs, Sports Bars",451,10932,63433,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.381044776119403,0.05016631130063966,0.5687825159914712
mgPQx-d8YkaygZ2b0iRXOQ,Beef 'O' Brady's,Tampa,FL,33629,3.0,"Nightlife, Restaurants, Pubs, Bars, Sports Bars, American (Traditional), American (New)",64,10441,178207,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.30290625,0.08315625,0.61396875
FrAPxIG3BSaeJN9kvhkEWg,Giorgio's Pizza & Subs,Exton,PA,19341,4.5,"Restaurants, Food, Sandwiches, Pizza, Event Planning & Services, Caterers, Food Delivery Services",100,7825,135072,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.36410679611650487,0.043359223300970876,0.5925339805825243
pgri9CUZXGy9hi6UMMQR6A,Louie Louie,Philadelphia,PA,19104,4.0,"Restaurants, Burgers, Salad, American (New), Modern European",272,16508,46430,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0.3747769784172662,0.038723021582733816,0.5865
UWEYrlrigDPdOvwcl7PCCg,Chung Sing Restaurant,Ardmore,PA,19003,3.5,"Restaurants, Chinese, Soup, Noodles",43,5665,135760,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.3204222222222222,0.06275555555555555,0.6167333333333334
kiQ3OYnLeVAVeUu9oaCLTg,Really Famous Tampa Style Cubans,Largo,FL,33771,3.0,"Cuban, Restaurants",84,13316,55452,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.3232235294117647,0.055788235294117645,0.6209882352941176
SLuak4P9JyB_T6DsksOIIQ,Smokin' Pig BBQ,Riverview,FL,33578,3.5,"Chicken Shop, Sandwiches, Barbeque, Restaurants",125,20742,77903,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.3434384615384615,0.06663076923076924,0.5899384615384615
Rw2Aw3vyj09BLyKfz-V8fw,Tony Roni's,Willow Grove,PA,19090,3.0,"Pizza, American (Traditional), Cheesesteaks, Restaurants, Burgers, Italian, Food, Caterers, Event Planning & Services",71,7006,98255,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.29472,0.06509333333333332,0.6401866666666667
E7mAwFPNhjNYXoeZh_jvVg,McDonald's,Tampa,FL,33617,2.0,"Food, Coffee & Tea, Burgers, Restaurants, Fast Food",46,19281,59581,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.1482127659574468,0.1617446808510638,0.689936170212766
7Zv6DTlcUZvBjmTic6oqTQ,Brunics,Philadelphia,PA,19145,4.0,"Breakfast & Brunch, Restaurants",52,17977,70563,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.3556666666666667,0.0376140350877193,0.6067368421052632
FQ60J2xokDipmenBDgWjjg,The Proper Brewing Company,Quakertown,PA,18951,4.0,"Beer Bar, Bars, Food, Restaurants, Tapas/Small Plates, Nightlife, Breweries",113,13398,97905,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.3991610169491525,0.04864406779661017,0.5521949152542374
Q0pFg3ri7kt9xIxxXh7-RQ,SOMO Manayunk,Philadelphia,PA,19127,3.5,"Tapas/Small Plates, Restaurants, American (New), Nightlife, Breakfast & Brunch, Bars",288,2678,104604,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0.34899326599326597,0.05583838383838384,0.5951447811447812
UvGiBbey4LfRNLDDyJ1MTA,Anthony's Cucina Fresca,Downingtown,PA,19335,4.0,"Pizza, Italian, Restaurants",187,17913,148108,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.34698984771573604,0.048624365482233506,0.6043908629441624
u9modXzD6V2Gbpq0YS9W6Q,Oishi,Newtown,PA,18940,4.0,"Korean, Sushi Bars, Restaurants, Asian Fusion, Thai, Japanese",347,11515,176878,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.36298347107438017,0.0503168044077135,0.5866776859504133
UdXpVlj1DCJ2ZFgU0uVVkA,Wendy's,Spring Hill,FL,34606,2.0,"Restaurants, Fast Food, Burgers",17,11854,54773,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.2494705882352941,0.10729411764705883,0.6432352941176471
29Mm3hQIzlqjHBvyMxA8rA,Mamas Kitchen,Seminole,FL,33772,4.0,"American (Traditional), Restaurants, American (New), Breakfast & Brunch",121,9801,78049,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.348528,0.054432,0.59704
FJl6LCHbqiM9mvSwDjFAjw,Kim's Restaurant,Philadelphia,PA,19120,4.0,"Specialty Food, Restaurants, Korean, Ethnic Food, Food, Barbeque",181,24531,53609,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.32683957219251336,0.048887700534759354,0.6242834224598931
fux8aN2h-uvuDUKCQMhCLw,MacDinton's Soho,Tampa,FL,33606,3.0,"Nightlife, Irish Pub, Sports Bars, Bars, Pubs, Irish, Restaurants",208,8894,154284,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0.2886824644549763,0.095478672985782,0.6158151658767773
5TwBLv_xV0LawqkbIllEVg,Aloha To Go,Indian Shores,FL,33785,4.5,"Restaurants, Cheesesteaks, Food, Hawaiian, Seafood, Barbeque, Food Trucks",303,2874,115454,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.37515624999999997,0.04066875,0.584153125
RQAF6a0akMiot5lZZnMNNw,Dalessandro’s Steaks & Hoagies,Philadelphia,PA,19128,4.0,"Sandwiches, Delis, Restaurants, Cheesesteaks",2686,16980,95665,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.3171981651376147,0.060234862385321095,0.6225677064220184
tW4w9WGwyxJ03PMabnqQkQ,Olive Garden Italian Restaurant,Langhorne,PA,19047,3.0,"Salad, Soup, Italian, Restaurants, Wine Bars, Nightlife, Bars",96,12297,120155,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.2746262626262626,0.08108080808080807,0.6442020202020202
ZfVE14oObX2_xcmHZSqXBQ,Creed's Seafood & Steaks,King of Prussia,PA,19406,3.5,"Seafood, Restaurants, Steakhouses, Bars, Nightlife",210,11438,114751,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0.34925688073394495,0.05088990825688073,0.5998211009174311
K7vvEwRd6Y8gRftjeuASuQ,Mykonos,Tarpon Springs,FL,34689,4.5,"Restaurants, Greek",410,11823,88685,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0.3691833333333333,0.04569761904761905,0.5851142857142857
I8IPPZvEPdb_xG0nGIMyjA,Thai Chef & Noodle Fusion,Penndel,PA,19047,4.5,"Sushi Bars, Vegetarian, Noodles, Restaurants, Thai",313,12297,120155,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.38098773006134967,0.030337423312883437,0.5886717791411044
_afbAT4NgVAscxIOFOwr0Q,Charanns Tavern,Tampa,FL,33615,3.5,"Sports Bars, American (Traditional), Sandwiches, Restaurants, Nightlife, Cheesesteaks, Bars",104,18028,73973,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0.30166363636363636,0.07275454545454546,0.6256
K2svtoFXk68mFIIwLjG36g,Devon & Blakely,Philadelphia,PA,19103,3.0,"Soup, Restaurants, Breakfast & Brunch, Sandwiches",94,15765,134268,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.250989898989899,0.07054545454545455,0.6786262626262626
AYvvx-AeplhRrER9MP5gcA,Bonefish Grill,Belleair Bluffs,FL,33770,3.5,"Bars, Seafood, Cocktail Bars, American (New), Restaurants, Nightlife",160,11561,66174,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.3319310344827586,0.0635,0.6045977011494253
o3X9fjmFXk0chl7PcXv5uQ,Pho Thai Nam Restaurant,East Norriton,PA,19401,4.0,"Thai, Restaurants, Vietnamese",500,16282,75523,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.37315809523809523,0.03403428571428571,0.5928209523809523
YedKs_jpocLcOHCzcRJ7cQ,Abe's Place Tap & Grill,Clearwater,FL,33756,4.0,"Restaurants, Sports Bars, Chicken Wings, American (Traditional), Nightlife, Bars, Burgers",203,13230,74826,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.35289767441860465,0.04526976744186047,0.6018046511627907
HenoZDc40e5y9Ilo4fLLaQ,Chiaro's Pizzeria & Restaurant- Skippack,Skippack,PA,19473,3.0,"American (New), Restaurants, Pizza, Italian",27,6556,137029,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.29290000000000005,0.09893333333333333,0.6082333333333333
YG1mZ0MvtN6EhKYUwg6YTA,Philly Wings & Things,Clifton Heights,PA,19018,3.0,"Restaurants, Chicken Wings",22,9575,79445,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.28932,0.0932,0.6175200000000001
5XsC0tB8chKjTIW7mU6TnQ,Brocato's Sandwich Shop,Tampa,FL,33619,4.0,"Sandwiches, Restaurants, Cuban, Delis",570,13347,59233,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.2839210084033613,0.10265210084033614,0.613436974789916
7BOX1QyL9mpLcyE4viEXuQ,Pipo's The Original Cuban Cafe,St. Petersburg,FL,33708,4.0,"Restaurants, Spanish, Cuban",214,7929,92298,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0.3579773755656109,0.051266968325791855,0.5907963800904977
RqW9S4WG9UYZHKhHRHXJZg,Lolis Mexican Cravings,Tampa,FL,33634,4.5,"Ethnic Food, Restaurants, Specialty Food, Mexican, Food",1449,7544,83180,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.37469979716024343,0.04306626098715348,0.5822440838404327
hz_zPpBrGPuypuIptEmMeA,The Lemon Grass,St. Petersburg,FL,33701,4.0,"Restaurants, Sushi Bars, Thai, Tapas/Small Plates",292,9120,87867,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0.3553680781758958,0.052508143322475574,0.5921042345276873
aVslIwCbkM8zEKcJ_c9qIg,TGI Fridays,Bensalem,PA,19020,2.0,"Sports Bars, Restaurants, Burgers, Nightlife, American (Traditional), Bars",154,21379,94744,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0.22003124999999998,0.1027875,0.6771812500000001
T9nNz9-3mfNga0T0Nfzvsw,Otto's Brauhaus,Horsham,PA,19044,3.0,"Bars, German, Restaurants, Nightlife, American (Traditional), Pubs",223,6480,104385,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.2902938596491228,0.07574122807017543,0.6339605263157895
kVLuUIP2N3vqcePYea2k6w,Red Lobster,Tampa,FL,33647,3.0,"American (Traditional), Restaurants, Seafood",89,25565,120593,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.2510851063829787,0.08618085106382979,0.6627127659574469
S6ix_JnnUAv3k1quNE1GlA,A' Amor'e Pizzeria Grill & Pub,Pinellas Park,FL,33782,3.5,"Nightlife, Restaurants, Pizza, Sandwiches, Pubs, Bars",30,9273,71525,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0.30866666666666664,0.06303333333333333,0.6283666666666666
10Ir9qoqfw4BVP6nukA_KA,Agave Mexican Cuisine,Chadds Ford,PA,19317,4.0,"Restaurants, Mexican",127,3659,197674,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.3697692307692308,0.04123076923076923,0.5889923076923077
YPLfRswyryjjW3VJa-SdaA,Ishkabibble's,Philadelphia,PA,19147,4.0,"Restaurants, Seafood, Cheesesteaks, Burgers, Pizza, Sandwiches",722,18239,128426,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.3104684931506849,0.057157534246575346,0.6323739726027398
zkUHHsE-ktfrNlhL6CXalQ,The Terminal Restaurant,Willow Grove,PA,19090,4.0,"American (New), Breakfast & Brunch, Coffee & Tea, American (Traditional), Diners, Restaurants, Food",91,7006,98255,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.36672043010752686,0.043774193548387096,0.5894731182795698
lQqHGyMrCfnPJATp7wUrZQ,Santucci Square Pizza V,Philadelphia,PA,19134,2.5,"Pizza, Restaurants",16,21273,47673,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.2604375,0.106375,0.63325
hyXrO6RoAi5GnTl8s72Pkw,Burger King,Tampa,FL,33609,2.0,"Burgers, Fast Food, Restaurants",34,8497,140410,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.17702941176470588,0.12558823529411764,0.6973529411764706
1EjhKjQWQ2RsrAyvptNGIg,El Guerrero Mexican Grill,Pinellas Park,FL,33782,4.0,"Mexican, Restaurants",169,9273,71525,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.3998977272727273,0.04882386363636364,0.5512556818181819
ye68n6oab26KgEIPoFggBQ,Jazzy's BBQ,Tampa,FL,33634,4.0,"Restaurants, Barbeque",278,7544,83180,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.34362056737588653,0.0501950354609929,0.6061737588652483
fzDhTUWuJhSKivYwRcj0EA,Erwin's Country Kitchen,Trevose,PA,19053,4.0,"German, American (Traditional), Restaurants",80,9936,101979,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.33877380952380953,0.053071428571428575,0.6081547619047619
88I_hsGjDXPs9uQKrGwq8Q,Taco Bell,Clearwater,FL,33765,2.0,"Restaurants, Tex-Mex, Fast Food, Breakfast & Brunch, Tacos, Mexican",29,6372,68728,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.15433333333333332,0.14226666666666665,0.7034666666666667
aTHqsBXlXNeyGbEbSTTGFQ,Golden Bowl,Ardmore,PA,19003,3.5,"Restaurants, Chinese",131,5665,135760,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.3477205882352941,0.05233088235294118,0.5999338235294117
suc1V5pb3eqJv60dgL9q_g,OEC Japanese Express,St. Petersburg,FL,33710,4.0,"Restaurants, Japanese",100,14369,83121,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.35320192307692305,0.055769230769230765,0.5909807692307691
rnecTemi_wnY5fjBng77Kw,Kayu,Philadelphia,PA,19103,3.5,"Restaurants, Soup, Salad",29,15765,134268,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.2759375,0.07171875,0.652375
57bce3hS4snqOknTfsiMKw,Station Pizza,Philadelphia,PA,19115,2.5,"Restaurants, Sandwiches, Pizza, Wraps",58,14391,82939,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0.2081311475409836,0.10267213114754098,0.6892622950819672
DMev-49eC4T1cP_h483ZTg,Burger King,Lansdale,PA,19446,2.0,"Fast Food, Burgers, Restaurants",19,22647,118037,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.16595,0.12769999999999998,0.70625
