business_id,business_name,city,state,postal_code,stars,categories,review_count,total_hh,avg_income,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BikeParking,RestaurantsTakeOut,Caters,RestaurantsReservations,RestaurantsGoodForGroups,HasTV,GoodForKids,BusinessParking_garage,BusinessParking_street,BusinessParking_validated,BusinessParking_lot,BusinessParking_valet,Ambience_touristy,Ambience_hipster,Ambience_romantic,Ambience_divey,Ambience_intimate,Ambience_trendy,Ambience_upscale,Ambience_classy,Ambience_casual,GoodForMeal_dessert,GoodForMeal_latenight,GoodForMeal_lunch,GoodForMeal_dinner,GoodForMeal_brunch,Alcohol_'beer_and_wine',Alcohol_'full_bar',NoiseLevel_'average',NoiseLevel_'loud',NoiseLevel_'very_loud',RestaurantsAttire_'casual',RestaurantsAttire_'formal',WiFi_'free',WiFi_'paid',RestaurantsPriceRange_1,RestaurantsPriceRange_3,RestaurantsPriceRange_4
ktM6aYuzqWd-kA8SIWswiQ,Winnie's Manayunk,Philadelphia,PA,19127,3.5,"Bakeries, Bars, Beer Bar, American (Traditional), Event Planning & Services, Food, American (New), Cocktail Bars, Nightlife, Caterers, Restaurants, Tapas/Small Plates, Breakfast & Brunch",599,2678,104604,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0
MM_v-KIUJiXLCxnkIqPKWA,Soy Cafe,Philadelphia,PA,19123,4.5,"Restaurants, Vegetarian, Vegan, Coffee & Tea, Food",299,8565,106137,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
E0AKqwkebF15_hvzNSyGlQ,P. J. Clarke's,Philadelphia,PA,19106,4.0,"Bars, American (Traditional), Restaurants, Cocktail Bars, Nightlife",130,7625,162885,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
TD2-k2FWnEimBS4wcH3t4g,Bonsai Sushi,Wesley Chapel,FL,33544,4.0,"Restaurants, Sushi Bars",233,9689,109557,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
MXTtsE0pund0SVzvYWUFTQ,Due Amici,Tampa,FL,33605,4.5,"Nightlife, Bars, Pizza, Restaurants, Italian",350,7585,39770,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
BGeiXQA2_0IwP-vBNuv7wQ,El Rincon Criollo - The Latin Corner,Spring City,PA,19475,4.5,"Restaurants, Latin American",78,4472,113498,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
6LAp-gSP9Kk4ZvxijXaxIw,Sushi Cafe,Tampa,FL,33647,4.5,"Sushi Bars, Japanese, Restaurants",291,25565,120593,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
dbq2TOIs7moyrY1sfo2iFQ,Raw Can Roll Cafe,Wayne,PA,19087,4.5,"Restaurants, Juice Bars & Smoothies, Food, Gluten-Free, Vegetarian, Salad, Cafes, Vegan",124,11749,196760,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
ODDI69ybcJsZbQkW-DIN_w,Oriental Express Chinese Sushi Restaurant,Tampa,FL,33602,2.5,"Restaurants, Chinese",44,8599,109306,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
x5GkG0oI_S107wLlgdBxVA,Spread Bagelry,Philadelphia,PA,19104,2.5,"Nightlife, Beer Bar, Breakfast & Brunch, Bagels, Restaurants, Bars, Coffee & Tea, Food",203,16508,46430,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
bf4UGa_agRlBm5E5hZNUHQ,Rebecca's Dutch Kitchen,Garnet Valley,PA,19060,2.5,"American (New), Food, Diners, Restaurants",10,3660,155911,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
urp71wTOT5uVuw0RsJE3MA,I ai Sushi,Tampa,FL,33614,4.0,"Sushi Bars, Ramen, Asian Fusion, Restaurants, Japanese",153,18229,55010,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
gTKoJH4BWX67pVu-bRdsmw,Kobe Japanese Steakhouse - Clearwater,Clearwater,FL,33761,4.0,"Food, Sushi Bars, Asian Fusion, Steakhouses, Japanese, Restaurants",221,8736,78079,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
zupI44qitH6T8Bo9OjA6Yw,Bagelicious and More,Wesley Chapel,FL,33544,3.5,"Bagels, Food, Restaurants, Coffee & Tea, Breakfast & Brunch",107,9689,109557,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
86glJ3ygYJV8HE-FClONsw,Emperor's Garden Chinese Restaurant,Philadelphia,PA,19114,3.5,"Chinese, Restaurants",17,13032,80138,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
WTrjHT-4njU6Mp2-G-NtVw,Rock 'N Raw,Tampa,FL,33610,3.0,"Sushi Bars, Restaurants, Japanese",41,16771,49101,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
bffLbfi1IEAff5C2IHJvFA,Han Dynasty,Philadelphia,PA,19127,3.5,"Chinese, Restaurants",417,2678,104604,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
nF5QByCz21MY0KLtSoB5KA,Penrose Diner,Philadelphia,PA,19145,4.0,"Comfort Food, Diners, Breakfast & Brunch, Restaurants",386,17977,70563,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
vLT1DBDuJpchewphXR6i0Q,Fresh Bites,Tampa,FL,33626,4.5,"Salad, Mediterranean, Middle Eastern, Organic Stores, Food, Lebanese, Restaurants, Vegan, Arabic",305,11059,139754,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
33zxFqIOe6Yg8qPXKkhUjg,Konan BBQ,Tampa,FL,33607,4.5,"Barbeque, Restaurants, Food",262,10932,63433,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2oh4NJDtqTUO5ZuvCe0hWw,EVOS Feel Great Food-South Tampa,Tampa,FL,33606,3.5,"Food, Organic Stores, Burgers, Restaurants, Vegetarian, Fast Food, American (Traditional), Salad",134,8894,154284,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
vj6m5eqsIxV7INR9bgoYNA,Gringos Cafe,Port Richey,FL,34668,3.5,"Cafes, Mexican, Restaurants",52,20119,47830,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
fQbT2skNJPvNDIhLHmcYKA,Yeeroh,Philadelphia,PA,19146,4.0,"Greek, Restaurants, Salad, Sandwiches, Mediterranean",159,17302,108126,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
py2kSvhHg5B6Z9ZrLHRjuQ,Gino's Ristorante & Pizzeria,Norristown,PA,19403,4.0,"Pizza, Restaurants",103,18879,107812,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Jq65KuNzC_Uee3TJB9Xv-Q,Pizzeria Pesto,Philadelphia,PA,19148,4.0,"Restaurants, Italian, Pizza",120,19493,75581,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
fuMYz11sdGwFqckMu0BkGQ,Panera Bread,Doylestown,PA,18901,2.5,"Salad, American (Traditional), Restaurants, Breakfast & Brunch, Bagels, Soup, Sandwiches, Cafes, Food",60,10486,133441,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
JNHEadNYIm5eY_4lTjmISQ,Curds N' Whey,Jenkintown,PA,19046,4.0,"Desserts, Cafes, Food, Sandwiches, Restaurants",43,7312,142602,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3Mkq8tRk9eb_eYY2ZAN1_g,Capri Pizza and Pasta,Lutz,FL,33548,4.0,"Restaurants, Pizza, Food, Sandwiches, Desserts, Salad",52,2718,140668,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
OaouOUsa7Rl9oZ9jjnDE4g,Sal's Pizza & Steaks,Warrington,PA,18976,3.5,"Pizza, Italian, Restaurants, Sandwiches",27,7354,139685,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
hYWwNKt65xf525Z1GaQsNg,Tiffin - South Philadelphia,Philadelphia,PA,19147,3.0,"Indian, Restaurants",143,18239,128426,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
h81N-kVGvV9f_PWJQJN9YA,First Watch,Riverview,FL,33578,4.0,"Cafes, American (Traditional), Breakfast & Brunch, Restaurants",231,20742,77903,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
MdqvcsCUSig-0ga4ioxn7g,El Tapatio,Lansdale,PA,19446,4.0,"Mexican, Restaurants",125,22647,118037,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4hH1lt7mHPbl4r2O7LH6nA,Jordan Johnson's Gourmet Seafood,Philadelphia,PA,19149,3.5,"Restaurants, Seafood",128,18513,59480,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
YHvJyyklyzsQhCnbJu7pFA,Nino's Pizzarama - Willow Grove,Willow Grove,PA,19090,4.0,"Pizza, Italian, Restaurants",111,7006,98255,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
R6M_bAdcyfGlSBOHDxEV_A,The Dog Saloon,Tampa,FL,33629,4.5,"Sports Bars, Bars, Restaurants, Nightlife, American (Traditional)",23,10441,178207,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
EgIBcZlFbbvbYA95Xaj6uw,Pure Fire Pizza,Collegeville,PA,19426,4.0,"Pizza, Restaurants",74,12839,161942,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
aFHrLn3Xiu-sANbdDHjTww,Cocco's Pizza,Primos,PA,19018,4.0,"Pizza, Restaurants",50,9575,79445,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4xNBm3oGqSryXvvl2X3TuQ,Shephard's Ocean Flame,Clearwater Beach,FL,33767,3.0,"Restaurants, Event Planning & Services, Hotels, Seafood, Buffets, American (New), Resorts, Hotels & Travel, Sushi Bars, Breakfast & Brunch",254,4049,143679,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
pdve_-WVRC8V5XWzwHgchw,Steve's Pizzeria,Tampa,FL,33614,3.5,"Sandwiches, Pizza, Restaurants, Salad, Diners",54,18229,55010,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
73UjNbSoQjQAOS45rcihFg,Cantina Dos Segundos,Philadelphia,PA,19123,4.0,"Nightlife, Restaurants, Breakfast & Brunch, Bars, Mexican",904,8565,106137,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
8PlUYO_9Q_c2ehidBhgvFg,Cedars Grill,Saint Petersburg,FL,33709,4.0,"Restaurants, Mediterranean",94,10305,56349,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
MIjXkp8I_DWiCsC6lUeGdw,Keke's Breakfast Cafe,Tampa,FL,33625,4.0,"Restaurants, American (New), American (Traditional)",229,11232,81007,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
E3IjhZlqCZG1-HJyWTqw1g,17 Snyder Chinese,Philadelphia,PA,19145,3.0,"Food Delivery Services, Pan Asian, Dim Sum, Beer, Wine & Spirits, Chinese, Food, Restaurants",21,17977,70563,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
eBtcPOVnP-gjpvPFuqxDyA,CA Cafe,St. Petersburg,FL,33712,4.5,"Sandwiches, Restaurants",28,9178,66046,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
zu1V7XhERCFA23srN_ro7g,Panera Bread,Wayne,PA,19087,2.5,"Sandwiches, Food, Breakfast & Brunch, Salad, Soup, Bagels, Restaurants",72,11749,196760,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
R77bBQfbFBjtqfVKMx_VTw,Smashburger,Springfield,PA,19064,2.5,"Restaurants, American (Traditional), Burgers, Fast Food",80,8675,133939,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
aWYn5TveRUk2LuOExDnt1A,Martine's RiverHouse Restaurant,New Hope,PA,18938,3.0,"Cocktail Bars, Restaurants, Salad, Nightlife, American (New), Bars",202,6044,191503,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0
nf9aW7R1NGybizCR25V34Q,Rich's Delicatessen and Catering,Fort Washington,PA,19034,4.0,"Food, Delis, Event Planning & Services, Caterers, Sandwiches, Restaurants, Candy Stores, Specialty Food",33,2161,171268,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
FKgkGKRJYppEGCYuK_DOGg,Salt Rock Tavern,Oldsmar,FL,34677,4.0,"Seafood, Nightlife, Restaurants, Comfort Food, Bars, American (New), Sports Bars",307,8566,100486,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0
BvomXXWqtKSkEfS037gcfw,Chipotle Mexican Grill,Willow Grove,PA,19090,3.0,"Restaurants, Fast Food, Mexican",93,7006,98255,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
ZN688ReGphfv8WjLHNN5WQ,ABC Pizza International,Land O Lakes,FL,34639,3.5,"Pizza, Restaurants",73,10195,99266,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
psOqIF1o1wEIMW-TmylBcA,Big John's Alabama Bar-B-Q,Tampa,FL,33610,4.0,"Restaurants, Barbeque",113,16771,49101,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
JzHU-lJSVHhvkZz5CYlK6Q,Colonial Farms,Washington Crossing,PA,18977,4.0,"Delis, Restaurants, Bakeries, Event Planning & Services, Desserts, Grocery, Food, Caterers",49,1745,233722,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
nDpgdmULZKgRgOypj-jWuA,Pizzeria Gregario,Safety Harbor,FL,34695,4.0,"Restaurants, Beer Bar, Salad, Pizza, Kombucha, Nightlife, Bars, Food",170,7229,115885,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
pAfC9NSwoRvUSHfPE3VIog,Firebirds Wood Fired Grill,Collegeville,PA,19426,3.5,"American (New), Bars, Nightlife, Seafood, Burgers, American (Traditional), Steakhouses, Restaurants, Wine Bars",261,12839,161942,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
2-vIWlqdrRsnhkOj2JS0jA,Ship Inn Seafood & Steak,Exton,PA,19341,3.0,"Restaurants, Steakhouses, Seafood",90,7825,135072,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0
RuLLrymzV6jtHMOhYmUs0Q,La Pelotera Food Truck,Tampa,FL,33624,3.5,"Sandwiches, Latin American, Venezuelan, Food Trucks, Yelp Events, Local Flavor, Food, Street Vendors, Restaurants, Grocery",35,15043,89008,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
ktyWHZGKJwMisMwQSDsJaw,Boston Market,Tampa,FL,33615,3.0,"Restaurants, American (Traditional), Caterers, Event Planning & Services, Comfort Food, Sandwiches, Chicken Shop",32,18028,73973,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
E_DS3V_JY1caD1FU1ys2bA,Vallini,Skippack,PA,19473,4.0,"Breakfast & Brunch, Restaurants, Italian",57,6556,137029,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
AM0TA-5mW3-yZ5WrMYYPtw,Lancers Diner,Horsham,PA,19044,3.5,"Restaurants, Breakfast & Brunch, Diners",168,6480,104385,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
P4FbQGEWTp73MXjG1N-e_g,Vecchia Pizzeria,Phoenixville,PA,19460,4.0,"Italian, Food, Fast Food, Restaurants, Event Planning & Services, Food Delivery Services, Pizza, Caterers",208,16443,139548,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
YXpS0aNRclzRXAIqfOsDfw,Hunan Restaurant,Ardmore,PA,19003,4.0,"Gluten-Free, Chinese, Restaurants",96,5665,135760,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
WN8wJ8PiBcfSPVWtZZhZfA,Daiva's Grille,Philadelphia,PA,19128,3.5,"Restaurants, Diners, American (Traditional), Italian",92,16980,95665,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
4wtnllSQsAr-JVJW0N7BTQ,I Don't Care Bar & Grill,Tampa,FL,33611,3.5,"American (Traditional), Restaurants",17,16269,103942,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
vOXoM9W8-CpHbZUiGbL3dw,Pho Queen,Clearwater,FL,33761,3.5,"Restaurants, Vietnamese",224,8736,78079,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
B6VXTY7VZVWQ8cbfPlH-vg,Kelly's Corner,Lester,PA,19029,4.5,"Sports Bars, Nightlife, Bars, Sandwiches, Restaurants, Steakhouses",83,1567,68821,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
lw3p_2nYhzsgRLIMx1mn4w,Fusion Asian Restaurant,West Chester,PA,19382,4.0,"Asian Fusion, Sushi Bars, Restaurants",122,20429,143574,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
yRm3Xt90drxSKXegohsPGQ,The Fish House,Ruskin,FL,33570,4.0,"Restaurants, Seafood",160,9788,71811,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
y9XVl5058TPjHcO6O2HBaA,Shee Yuan Chinese,Philadelphia,PA,19151,3.5,"Chinese, Restaurants",21,12019,63686,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
KuxxpdFvcTbOkqkmWOgDiw,Hibachi of Jenkintown,Jenkintown,PA,19046,2.5,"Japanese, Restaurants",89,7312,142602,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
ql-17MqVgeIywBlbVon_sQ,Sergio's Restaurant & Pizzeria,Zephyrhills,FL,33541,3.5,"Restaurants, Pizza, Italian",44,9813,55619,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
QU5SwQ7NxIJdueL_M3u8dA,Bistro Albertino,Willow Grove,PA,19090,4.5,"Italian, Restaurants",139,7006,98255,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
jHk1OJi16n3BlO3LxkH8cw,Rybrew,Philadelphia,PA,19130,4.5,"Restaurants, Beer, Wine & Spirits, Salad, Sandwiches, Food, American (New)",210,14431,121662,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
1-ACR3Vq9x5Mb-pLqRZjPg,Palermo's Pizza,Blue Bell,PA,19422,3.5,"Restaurants, Pizza",132,7366,176158,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
dZ1IV-9G_Oao2Ha0pC5PYg,Happy Maki,Conshohocken,PA,19428,4.0,"Restaurants, Japanese, Seafood",89,8479,122717,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Bx99-hT49G87I9S1V_6ikQ,McDonald's,Palm Harbor,FL,34684,1.5,"Restaurants, Coffee & Tea, Fast Food, Burgers, Food",40,13173,76217,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
Abd2Md-wQLlUzViL5T3xDQ,Coffee Cup Cafe,Langhorne,PA,19047,4.5,"American (Traditional), Cafes, Restaurants, Breakfast & Brunch",46,12297,120155,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
mF8czpMukj36ovHb3lGSeg,Azie on Main,Villanova,PA,19085,3.5,"Sushi Bars, Asian Fusion, Restaurants, Nightlife, Breakfast & Brunch, Beer Bar, Bars",238,1852,368485,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
PniDGhPSa_bMWA8gU2AipA,Cafe Cuong,Philadelphia,PA,19147,4.5,"Restaurants, Vietnamese",88,18239,128426,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
K6rN4W4ErLVItpH_nIZncg,Our Deli & Meats,Paoli,PA,19301,4.0,"Sandwiches, Coffee & Tea, Food, Restaurants, Delis, Breakfast & Brunch",59,2579,144165,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
